"","mz","intensity","RT","peak ID","HS IDs","series level","to ID","m/z increment","RT increment","HS cluster"
"87",181.049534736,999,7.516375,87,"0","0","0","none","none","0"
"88",203.031478736,999,7.516375,88,"0","0","0","none","none","0"
"89",181.049534736,999,7.516375,89,"0","0","0","none","none","0"
"90",203.031478736,999,7.516375,90,"0","0","0","none","none","0"
"91",346.054710354,999,1.58482115384615,91,"0","0","0","none","none","0"
"92",368.036654354,999,1.58482115384615,92,"0","0","0","none","none","0"
"93",346.054710354,999,1.58482115384615,93,"0","0","0","none","none","0"
"94",368.036654354,999,1.58482115384615,94,"0","0","0","none","none","0"
"95",346.054710354,999,1.58482115384615,95,"0","0","0","none","none","0"
"96",368.036654354,999,1.58482115384615,96,"0","0","0","none","none","0"
"97",346.054710354,999,1.58482115384615,97,"0","0","0","none","none","0"
"98",368.036654354,999,1.58482115384615,98,"0","0","0","none","none","0"
"99",433.874465148,999,6.78690909090909,99,"0","0","0","none","none","0"
"100",455.856409148,999,6.78690909090909,100,"0","0","0","none","none","0"
"101",104.070604528,999,6.66945454545455,101,"0","0","0","none","none","0"
"102",126.052548528,999,6.66945454545455,102,"0","0","0","none","none","0"
"103",104.070604528,999,6.66945454545455,103,"0","0","0","none","none","0"
"104",126.052548528,999,6.66945454545455,104,"0","0","0","none","none","0"
"105",104.070604528,999,6.66945454545455,105,"0","0","0","none","none","0"
"106",126.052548528,999,6.66945454545455,106,"0","0","0","none","none","0"
"107",104.070604528,999,6.66945454545455,107,"0","0","0","none","none","0"
"108",126.052548528,999,6.66945454545455,108,"0","0","0","none","none","0"
"109",104.070604528,999,6.66945454545455,109,"0","0","0","none","none","0"
"110",126.052548528,999,6.66945454545455,110,"0","0","0","none","none","0"
"111",104.070604528,999,6.66945454545455,111,"0","0","0","none","none","0"
"112",126.052548528,999,6.66945454545455,112,"0","0","0","none","none","0"
"113",195.04992866,999,1.58548076923077,113,"17/18/19/20","2/2/2/2","78/80/78/80","25.0078/25.0078/25.0078/25.0078","0.3222/0.3222/0.3222/0.3222","17/18/19/20"
"114",217.03187266,999,1.58548076923077,114,"0","0","0","none","none","0"
"115",154.049869084,999,8.87583636363636,115,"0","0","0","none","none","0"
"116",176.031813084,999,8.87583636363636,116,"0","0","0","none","none","0"
"117",105.054620116,999,6.78518181818182,117,"0","0","0","none","none","0"
"118",127.036564116,999,6.78518181818182,118,"0","0","0","none","none","0"
"119",105.054620116,999,6.78518181818182,119,"0","0","0","none","none","0"
"120",127.036564116,999,6.78518181818182,120,"0","0","0","none","none","0"
"121",105.054620116,999,6.78518181818182,121,"0","0","0","none","none","0"
"122",127.036564116,999,6.78518181818182,122,"0","0","0","none","none","0"
"123",91.038970052,999,6.27139111111111,123,"0","0","0","none","none","0"
"124",113.020914052,999,6.27139111111111,124,"0","0","0","none","none","0"
"125",91.038970052,999,6.27139111111111,125,"0","0","0","none","none","0"
"126",113.020914052,999,6.27139111111111,126,"0","0","0","none","none","0"
"127",91.038970052,999,6.27139111111111,127,"0","0","0","none","none","0"
"128",113.020914052,999,6.27139111111111,128,"0","0","0","none","none","0"
"129",206.162493532,999,1.45289807692308,129,"0","0","0","none","none","0"
"130",228.144437532,999,1.45289807692308,130,"0","0","0","none","none","0"
"131",206.162493532,999,1.45289807692308,131,"0","0","0","none","none","0"
"132",228.144437532,999,1.45289807692308,132,"0","0","0","none","none","0"
"133",206.162493532,999,1.45289807692308,133,"0","0","0","none","none","0"
"134",228.144437532,999,1.45289807692308,134,"0","0","0","none","none","0"
"135",141.065853496,999,7.91347333333333,135,"0","0","0","none","none","0"
"136",163.047797496,999,7.91347333333333,136,"0","0","0","none","none","0"
"137",141.065853496,999,7.91347333333333,137,"0","0","0","none","none","0"
"138",163.047797496,999,7.91347333333333,138,"0","0","0","none","none","0"
"139",117.054620116,999,8.07346666666667,139,"0","0","0","none","none","0"
"140",139.036564116,999,8.07346666666667,140,"0","0","0","none","none","0"
"141",117.054620116,999,8.07346666666667,141,"0","0","0","none","none","0"
"142",139.036564116,999,8.07346666666667,142,"0","0","0","none","none","0"
"143",131.07027018,999,8.96233636363636,143,"0","0","0","none","none","0"
"144",153.05221418,999,8.96233636363636,144,"0","0","0","none","none","0"
"145",131.07027018,999,8.96233636363636,145,"0","0","0","none","none","0"
"146",153.05221418,999,8.96233636363636,146,"0","0","0","none","none","0"
"147",187.000215194,999,1.75406222222222,147,"0","0","0","none","none","0"
"148",208.982159194,999,1.75406222222222,148,"0","0","0","none","none","0"
"149",187.000215194,999,1.75406222222222,149,"0","0","0","none","none","0"
"150",208.982159194,999,1.75406222222222,150,"0","0","0","none","none","0"
"151",184.98456513,999,1.79797333333333,151,"0","0","0","none","none","0"
"152",206.96650913,999,1.79797333333333,152,"0","0","0","none","none","0"
"153",152.985220228,999,1.75575111111111,153,"0","0","0","none","none","0"
"154",174.967164228,999,1.75575111111111,154,"0","0","0","none","none","0"
"155",152.985220228,999,1.75575111111111,155,"0","0","0","none","none","0"
"156",174.967164228,999,1.75575111111111,156,"0","0","0","none","none","0"
"157",168.980134848,999,3.95806666666667,157,"0","0","0","none","none","0"
"158",190.962078848,999,3.95806666666667,158,"0","0","0","none","none","0"
"159",147.07641818,999,5.57286666666667,159,"0","0","0","none","none","0"
"160",169.05836218,999,5.57286666666667,160,"0","0","0","none","none","0"
"161",224.055348388,999,8.40122,161,"0","0","0","none","none","0"
"162",246.037292388,999,8.40122,162,"0","0","0","none","none","0"
"163",146.081169212,999,7.2515,163,"0","0","0","none","none","0"
"164",168.063113212,999,7.2515,164,"0","0","0","none","none","0"
"165",146.081169212,999,7.2515,165,"0","0","0","none","none","0"
"166",168.063113212,999,7.2515,166,"0","0","0","none","none","0"
"167",104.070604528,999,6.78172727272727,167,"0","0","0","none","none","0"
"168",126.052548528,999,6.78172727272727,168,"0","0","0","none","none","0"
"169",104.070604528,999,6.78172727272727,169,"0","0","0","none","none","0"
"170",126.052548528,999,6.78172727272727,170,"0","0","0","none","none","0"
"171",104.070604528,999,6.78172727272727,171,"0","0","0","none","none","0"
"172",126.052548528,999,6.78172727272727,172,"0","0","0","none","none","0"
"173",138.054954464,999,7.656125,173,"0","0","0","none","none","0"
"174",160.036898464,999,7.656125,174,"0","0","0","none","none","0"
"175",138.054954464,999,7.656125,175,"0","0","0","none","none","0"
"176",160.036898464,999,7.656125,176,"0","0","0","none","none","0"
"177",208.060433768,999,8.18841333333333,177,"0","0","0","none","none","0"
"178",230.042377768,999,8.18841333333333,178,"0","0","0","none","none","0"
"179",201.039363976,999,7.357125,179,"0","0","0","none","none","0"
"180",223.021307976,999,7.357125,180,"0","0","0","none","none","0"
"181",163.023713912,999,4.52933333333333,181,"0","0","0","none","none","0"
"182",185.005657912,999,4.52933333333333,182,"0","0","0","none","none","0"
"183",163.023713912,999,4.52933333333333,183,"0","0","0","none","none","0"
"184",185.005657912,999,4.52933333333333,184,"0","0","0","none","none","0"
"185",139.038970052,999,8.30336,185,"0","0","0","none","none","0"
"186",161.020914052,999,8.30336,186,"0","0","0","none","none","0"
"187",139.038970052,999,8.30336,187,"0","0","0","none","none","0"
"188",161.020914052,999,8.30336,188,"0","0","0","none","none","0"
"189",148.060433768,999,1.35091944444444,189,"0","0","0","none","none","0"
"190",170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18"
"191",148.060433768,999,1.35091944444444,191,"0","0","0","none","none","0"
"192",170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20"
"193",137.059705496,999,8.71384545454545,193,"0","0","0","none","none","0"
"194",159.041649496,999,8.71384545454545,194,"0","0","0","none","none","0"
"195",153.054620116,999,8.06880666666667,195,"0","0","0","none","none","0"
"196",175.036564116,999,8.06880666666667,196,"0","0","0","none","none","0"
"197",153.054620116,999,8.06880666666667,197,"0","0","0","none","none","0"
"198",175.036564116,999,8.06880666666667,198,"0","0","0","none","none","0"
"199",132.065519148,999,6.57790909090909,199,"0","0","0","none","none","0"
"200",154.047463148,999,6.57790909090909,200,"0","0","0","none","none","0"
"201",132.065519148,999,6.57790909090909,201,"0","0","0","none","none","0"
"202",154.047463148,999,6.57790909090909,202,"0","0","0","none","none","0"
"203",157.060768116,999,7.80075,203,"0","0","0","none","none","0"
"204",179.042712116,999,7.80075,204,"0","0","0","none","none","0"
"205",201.039363976,999,7.357125,205,"0","0","0","none","none","0"
"206",223.021307976,999,7.357125,206,"0","0","0","none","none","0"
"207",201.039363976,999,7.357125,207,"0","0","0","none","none","0"
"208",223.021307976,999,7.357125,208,"0","0","0","none","none","0"
"209",131.07027018,999,9.29958666666667,209,"0","0","0","none","none","0"
"210",153.05221418,999,9.29958666666667,210,"0","0","0","none","none","0"
"211",131.07027018,999,9.29958666666667,211,"0","0","0","none","none","0"
"212",153.05221418,999,9.29958666666667,212,"0","0","0","none","none","0"
"213",146.044783704,999,4.6119,213,"0","0","0","none","none","0"
"214",168.026727704,999,4.6119,214,"0","0","0","none","none","0"
"215",300.084279166,999,2.23052727272727,215,"0","0","0","none","none","0"
"216",322.066223166,999,2.23052727272727,216,"0","0","0","none","none","0"
"217",403.093463946,999,2.01925,217,"0","0","0","none","none","0"
"218",425.075407946,999,2.01925,218,"0","0","0","none","none","0"
"219",131.130465132,999,8.17288,219,"0","0","0","none","none","0"
"220",153.112409132,999,8.17288,220,"0","0","0","none","none","0"
"221",146.11755472,999,6.70745454545455,221,"0","0","0","none","none","0"
"222",168.09949872,999,6.70745454545455,222,"0","0","0","none","none","0"
"223",129.065853496,999,6.438,223,"0","0","0","none","none","0"
"224",151.047797496,999,6.438,224,"0","0","0","none","none","0"
"225",115.050203432,999,5.89797777777778,225,"0","0","0","none","none","0"
"226",137.032147432,999,5.89797777777778,226,"0","0","0","none","none","0"
"227",309.013495908,999,1.60263076923077,227,"0","0","0","none","none","0"
"228",330.995439908,999,1.60263076923077,228,"0","0","0","none","none","0"
"229",174.087317212,999,6.84563636363636,229,"0","0","0","none","none","0"
"230",196.069261212,999,6.84563636363636,230,"0","0","0","none","none","0"
"231",176.070604528,999,9.33516,231,"0","0","0","none","none","0"
"232",198.052548528,999,9.33516,232,"0","0","0","none","none","0"
"233",192.065519148,999,8.68553636363636,233,"0","0","0","none","none","0"
"234",214.047463148,999,8.68553636363636,234,"0","0","0","none","none","0"
"235",192.065519148,999,8.68553636363636,235,"0","0","0","none","none","0"
"236",214.047463148,999,8.68553636363636,236,"0","0","0","none","none","0"
"237",221.092068244,999,3.25502272727273,237,"0","0","0","none","none","0"
"238",243.074012244,999,3.25502272727273,238,"0","0","0","none","none","0"
"239",221.092068244,999,3.25502272727273,239,"0","0","0","none","none","0"
"240",243.074012244,999,3.25502272727273,240,"0","0","0","none","none","0"
"241",261.019236386,999,4.58506666666667,241,"0","0","0","none","none","0"
"242",283.001180386,999,4.58506666666667,242,"0","0","0","none","none","0"
"243",261.019236386,999,1.91560454545455,243,"0","0","0","none","none","0"
"244",283.001180386,999,1.91560454545455,244,"0","0","0","none","none","0"
"245",298.09683634,999,6.10047555555556,245,"0","0","0","none","none","0"
"246",320.07878034,999,6.10047555555556,246,"0","0","0","none","none","0"
"247",460.19390752,999,1.43508846153846,247,"0","0","0","none","none","0"
"248",482.17585152,999,1.43508846153846,248,"0","0","0","none","none","0"
"249",460.19390752,999,1.43508846153846,249,"0","0","0","none","none","0"
"250",482.17585152,999,1.43508846153846,250,"0","0","0","none","none","0"
"251",460.19390752,999,1.43508846153846,251,"0","0","0","none","none","0"
"252",482.17585152,999,1.43508846153846,252,"0","0","0","none","none","0"
"253",460.19390752,999,1.43508846153846,253,"0","0","0","none","none","0"
"254",482.17585152,999,1.43508846153846,254,"0","0","0","none","none","0"
"255",130.049869084,999,6.50709090909091,255,"0","0","0","none","none","0"
"256",152.031813084,999,6.50709090909091,256,"0","0","0","none","none","0"
"257",229.047165386,999,3.91394444444444,257,"0","0","0","none","none","0"
"258",251.029109386,999,3.91394444444444,258,"0","0","0","none","none","0"
"259",259.021344562,999,1.76943111111111,259,"0","0","0","none","none","0"
"260",281.003288562,999,1.76943111111111,260,"0","0","0","none","none","0"
"261",259.021344562,999,1.76943111111111,261,"0","0","0","none","none","0"
"262",281.003288562,999,1.76943111111111,262,"0","0","0","none","none","0"
"263",238.093465212,999,6.69709090909091,263,"0","0","0","none","none","0"
"264",260.075409212,999,6.69709090909091,264,"0","0","0","none","none","0"
"265",238.093465212,999,6.69709090909091,265,"0","0","0","none","none","0"
"266",260.075409212,999,6.69709090909091,266,"0","0","0","none","none","0"
"267",74.060039844,999,6.34570222222222,267,"0","0","0","none","none","0"
"268",96.041983844,999,6.34570222222222,268,"0","0","0","none","none","0"
"269",74.060039844,999,6.34570222222222,269,"0","0","0","none","none","0"
"270",96.041983844,999,6.34570222222222,270,"0","0","0","none","none","0"
"271",153.075749484,999,1.66199615384615,271,"0","0","0","none","none","0"
"272",175.057693484,999,1.66199615384615,272,"0","0","0","none","none","0"
"273",153.075749484,999,1.66199615384615,273,"0","0","0","none","none","0"
"274",175.057693484,999,1.66199615384615,274,"0","0","0","none","none","0"
"275",61.028405368,999,7.7585,275,"0","0","0","none","none","0"
"276",83.010349368,999,7.7585,276,"0","0","0","none","none","0"
"277",61.028405368,999,7.7585,277,"0","0","0","none","none","0"
"278",83.010349368,999,7.7585,278,"0","0","0","none","none","0"
"279",61.028405368,999,7.7585,279,"0","0","0","none","none","0"
"280",83.010349368,999,7.7585,280,"0","0","0","none","none","0"
"281",61.028405368,999,7.7585,281,"0","0","0","none","none","0"
"282",83.010349368,999,7.7585,282,"0","0","0","none","none","0"
"283",103.038970052,999,7.83325,283,"0","0","0","none","none","0"
"284",125.020914052,999,7.83325,284,"0","0","0","none","none","0"
"285",103.038970052,999,7.83325,285,"0","0","0","none","none","0"
"286",125.020914052,999,7.83325,286,"0","0","0","none","none","0"
"287",103.038970052,999,7.83325,287,"0","0","0","none","none","0"
"288",125.020914052,999,7.83325,288,"0","0","0","none","none","0"
"289",45.033490748,999,8.40588,289,"0","0","0","none","none","0"
"290",67.015434748,999,8.40588,290,"0","0","0","none","none","0"
"291",45.033490748,999,8.40588,291,"0","0","0","none","none","0"
"292",67.015434748,999,8.40588,292,"0","0","0","none","none","0"
"293",45.033490748,999,8.40588,293,"0","0","0","none","none","0"
"294",67.015434748,999,8.40588,294,"0","0","0","none","none","0"
"295",221.113197612,999,4.14848888888889,295,"0","0","0","none","none","0"
"296",243.095141612,999,4.14848888888889,296,"0","0","0","none","none","0"
"297",222.0972132,999,5.2483,297,"0","0","0","none","none","0"
"298",244.0791572,999,5.2483,298,"0","0","0","none","none","0"
"299",222.0972132,999,5.2483,299,"0","0","0","none","none","0"
"300",244.0791572,999,5.2483,300,"0","0","0","none","none","0"
"301",222.0972132,999,5.2483,301,"0","0","0","none","none","0"
"302",244.0791572,999,5.2483,302,"0","0","0","none","none","0"
"303",222.0972132,999,5.2483,303,"0","0","0","none","none","0"
"304",244.0791572,999,5.2483,304,"0","0","0","none","none","0"
"305",222.0972132,999,5.2483,305,"0","0","0","none","none","0"
"306",244.0791572,999,5.2483,306,"0","0","0","none","none","0"
"307",222.0972132,999,5.2483,307,"0","0","0","none","none","0"
"308",244.0791572,999,5.2483,308,"0","0","0","none","none","0"
"309",302.063543722,999,1.71344615384615,309,"0","0","0","none","none","0"
"310",324.045487722,999,1.71344615384615,310,"0","0","0","none","none","0"
"311",302.063543722,999,1.71344615384615,311,"0","0","0","none","none","0"
"312",324.045487722,999,1.71344615384615,312,"0","0","0","none","none","0"
"313",302.063543722,999,1.71344615384615,313,"0","0","0","none","none","0"
"314",324.045487722,999,1.71344615384615,314,"0","0","0","none","none","0"
"315",302.063543722,999,1.71344615384615,315,"0","0","0","none","none","0"
"316",324.045487722,999,1.71344615384615,316,"0","0","0","none","none","0"
"317",302.063543722,999,1.71344615384615,317,"0","0","0","none","none","0"
"318",324.045487722,999,1.71344615384615,318,"0","0","0","none","none","0"
"319",221.113197612,999,4.14848888888889,319,"0","0","0","none","none","0"
"320",243.095141612,999,4.14848888888889,320,"0","0","0","none","none","0"
"321",147.125379752,999,7.730875,321,"0","0","0","none","none","0"
"322",169.107323752,999,7.730875,322,"0","0","0","none","none","0"
"323",147.125379752,999,7.730875,323,"0","0","0","none","none","0"
"324",169.107323752,999,7.730875,324,"0","0","0","none","none","0"
"325",147.125379752,999,7.730875,325,"0","0","0","none","none","0"
"326",169.107323752,999,7.730875,326,"0","0","0","none","none","0"
"327",175.023713912,999,6.13205777777778,327,"0","0","0","none","none","0"
"328",197.005657912,999,6.13205777777778,328,"0","0","0","none","none","0"
"329",175.023713912,999,6.13205777777778,329,"0","0","0","none","none","0"
"330",197.005657912,999,6.13205777777778,330,"0","0","0","none","none","0"
"331",175.107718308,999,1.74072,331,"0","0","0","none","none","0"
"332",197.089662308,999,1.74072,332,"0","0","0","none","none","0"
"333",175.107718308,999,1.74072,333,"0","0","0","none","none","0"
"334",197.089662308,999,1.74072,334,"0","0","0","none","none","0"
"335",175.107718308,999,1.74072,335,"0","0","0","none","none","0"
"336",197.089662308,999,1.74072,336,"0","0","0","none","none","0"
"337",204.123034024,999,6.19336444444444,337,"0","0","0","none","none","0"
"338",226.104978024,999,6.19336444444444,338,"0","0","0","none","none","0"
"339",204.123034024,999,6.19336444444444,339,"0","0","0","none","none","0"
"340",226.104978024,999,6.19336444444444,340,"0","0","0","none","none","0"
"341",148.060433768,999,1.66727307692308,341,"0","0","0","none","none","0"
"342",170.042377768,999,1.66727307692308,342,"0","0","0","none","none","0"
"343",148.060433768,999,1.66727307692308,343,"0","0","0","none","none","0"
"344",170.042377768,999,1.66727307692308,344,"0","0","0","none","none","0"
"345",136.06177116,999,5.66204,345,"0","0","0","none","none","0"
"346",158.04371516,999,5.66204,346,"0","0","0","none","none","0"
"347",136.06177116,999,5.66204,347,"0","0","0","none","none","0"
"348",158.04371516,999,5.66204,348,"0","0","0","none","none","0"
"349",136.06177116,999,5.66204,349,"0","0","0","none","none","0"
"350",158.04371516,999,5.66204,350,"0","0","0","none","none","0"
"351",136.06177116,999,5.66204,351,"0","0","0","none","none","0"
"352",158.04371516,999,5.66204,352,"0","0","0","none","none","0"
"353",181.070664104,999,4.79895,353,"0","0","0","none","none","0"
"354",203.052608104,999,4.79895,354,"0","0","0","none","none","0"
"355",181.070664104,999,4.79895,355,"0","0","0","none","none","0"
"356",203.052608104,999,4.79895,356,"0","0","0","none","none","0"
"357",181.070664104,999,4.79895,357,"0","0","0","none","none","0"
"358",203.052608104,999,4.79895,358,"0","0","0","none","none","0"
"359",268.104029896,999,3.04773181818182,359,"0","0","0","none","none","0"
"360",290.085973896,999,3.04773181818182,360,"0","0","0","none","none","0"
"361",268.104029896,999,3.04773181818182,361,"0","0","0","none","none","0"
"362",290.085973896,999,3.04773181818182,362,"0","0","0","none","none","0"
"363",268.104029896,999,3.04773181818182,363,"0","0","0","none","none","0"
"364",290.085973896,999,3.04773181818182,364,"0","0","0","none","none","0"
"365",268.104029896,999,3.04773181818182,365,"0","0","0","none","none","0"
"366",290.085973896,999,3.04773181818182,366,"0","0","0","none","none","0"
"367",1579.66561637,999,1.41266153846154,367,"0","0","0","none","none","0"
"368",1601.64756037,999,1.41266153846154,368,"0","0","0","none","none","0"
"369",1579.66561637,999,1.41266153846154,369,"0","0","0","none","none","0"
"370",1601.64756037,999,1.41266153846154,370,"0","0","0","none","none","0"
"371",1579.66561637,999,1.41266153846154,371,"0","0","0","none","none","0"
"372",1601.64756037,999,1.41266153846154,372,"0","0","0","none","none","0"
"373",475.971625578,999,1.21463611111111,373,"0","0","0","none","none","0"
"374",497.953569578,999,1.21463611111111,374,"0","0","0","none","none","0"
"375",339.07002607,999,1.50566730769231,375,"0","0","0","none","none","0"
"376",361.05197007,999,1.50566730769231,376,"0","0","0","none","none","0"
"377",296.064212418,999,1.72889777777778,377,"0","0","0","none","none","0"
"378",318.046156418,999,1.72889777777778,378,"0","0","0","none","none","0"
"379",147.028799292,999,6.09118666666667,379,"0","0","0","none","none","0"
"380",169.010743292,999,6.09118666666667,380,"0","0","0","none","none","0"
"381",147.028799292,999,6.09118666666667,381,"0","0","0","none","none","0"
"382",169.010743292,999,6.09118666666667,382,"0","0","0","none","none","0"
"383",147.028799292,999,6.09118666666667,383,"0","0","0","none","none","0"
"384",169.010743292,999,6.09118666666667,384,"0","0","0","none","none","0"
"385",147.028799292,999,6.09118666666667,385,"0","0","0","none","none","0"
"386",169.010743292,999,6.09118666666667,386,"0","0","0","none","none","0"
"387",146.044783704,999,4.6119,387,"0","0","0","none","none","0"
"388",168.026727704,999,4.6119,388,"0","0","0","none","none","0"
"389",146.044783704,999,4.6119,389,"0","0","0","none","none","0"
"390",168.026727704,999,4.6119,390,"0","0","0","none","none","0"
"391",90.054954464,999,1.77568,391,"0","0","0","none","none","0"
"392",112.036898464,999,1.77568,392,"0","0","0","none","none","0"
"393",90.054954464,999,1.77568,393,"0","0","0","none","none","0"
"394",112.036898464,999,1.77568,394,"0","0","0","none","none","0"
"395",90.054954464,999,1.77568,395,"0","0","0","none","none","0"
"396",112.036898464,999,1.77568,396,"0","0","0","none","none","0"
"397",90.054954464,999,1.77568,397,"0","0","0","none","none","0"
"398",112.036898464,999,1.77568,398,"0","0","0","none","none","0"
"399",90.054954464,999,1.77568,399,"0","0","0","none","none","0"
"400",112.036898464,999,1.77568,400,"0","0","0","none","none","0"
"401",90.054954464,999,1.77568,401,"0","0","0","none","none","0"
"402",112.036898464,999,1.77568,402,"0","0","0","none","none","0"
"403",232.129182024,999,1.52743461538462,403,"0","0","0","none","none","0"
"404",254.111126024,999,1.52743461538462,404,"0","0","0","none","none","0"
