"","hsid","mzsplit","mz","intensity","RT.x","peak ID","HS IDs","series level","to ID","m/z increment","RT increment","HS cluster","delta_mz","!ID","!Notes:Name_neutral","!Notes:Formula_Neutral","!Notes:InChI_neutral","!Notes:InChIKey_neutral","!Notes:SMILES_neutral","exactmass","logp","adduct","RT.y"
"1","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_4hglusa_m","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"2","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_glu__L_e","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"3","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_glu__L_m","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"4","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_acser_e","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"5","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_4hglusa_c","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"6","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_acser_c","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"7","17",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_glu__L_c","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"8","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_4hglusa_m","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"9","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_glu__L_e","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"10","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_glu__L_m","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"11","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_acser_e","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"12","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_4hglusa_c","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"13","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_acser_c","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"14","18",25.0078,170.042377768,999,1.35091944444444,190,"17/18","1/1","113/113","25.0078/25.0078","0.3222/0.3222","17/18",">21 x <30","M_glu__L_c","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"15","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_4hglusa_m","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"16","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_glu__L_e","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"17","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_glu__L_m","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"18","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_acser_e","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"19","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_4hglusa_c","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"20","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_acser_c","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"21","19",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_glu__L_c","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"22","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_4hglusa_m","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"23","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_glu__L_e","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"24","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_glu__L_m","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"25","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_acser_e","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"26","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_4hglusa_c","L-4-hydroxyglutamic semialdehyde","C5H9NO4","InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1","XCXUZPXOFFRGGP-DMTCNVIQSA-N","N[C@@H](C[C@@H](O)C=O)C(O)=O",147.053157768,-3.699,"[M+Na]+",1.35091944444444
"27","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_acser_c","O-acetyl-L-serine","C5H9NO4","InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1","VZXPDPZARILFQX-BYPYZUCNSA-N","CC(=O)OC[C@H](N)C(O)=O",147.053157768,-3.216,"[M+Na]+",1.66727307692308
"28","20",25.0078,170.042377768,999,1.35091944444444,192,"19/20","1/1","113/113","25.0078/25.0078","0.3222/0.3222","19/20",">21 x <30","M_glu__L_c","L-glutamic acid","C5H9NO4","InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1","WHUUTDBJXJRKMK-VKHMYHEASA-N","N[C@@H](CCC(O)=O)C(O)=O",147.053157768,-3.349,"[M+Na]+",1.57954423076923
"29","17",25.0078,195.04992866,999,1.58548076923077,113,"17/18/19/20","2/2/2/2","78/80/78/80","25.0078/25.0078/25.0078/25.0078","0.3222/0.3222/0.3222/0.3222","17/18/19/20",">21 x <30","M_3dhguln_c","3-dehydro-L-gulonic acid","C6H10O7","InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)/t2-,3+,5-/m0/s1","WTAHRPBPWHCMHW-LWKDLAHASA-N","OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O",194.04265266,-3.34,"[M+H]+",1.58548076923077
"30","18",25.0078,195.04992866,999,1.58548076923077,113,"17/18/19/20","2/2/2/2","78/80/78/80","25.0078/25.0078/25.0078/25.0078","0.3222/0.3222/0.3222/0.3222","17/18/19/20",">21 x <30","M_3dhguln_c","3-dehydro-L-gulonic acid","C6H10O7","InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)/t2-,3+,5-/m0/s1","WTAHRPBPWHCMHW-LWKDLAHASA-N","OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O",194.04265266,-3.34,"[M+H]+",1.58548076923077
"31","19",25.0078,195.04992866,999,1.58548076923077,113,"17/18/19/20","2/2/2/2","78/80/78/80","25.0078/25.0078/25.0078/25.0078","0.3222/0.3222/0.3222/0.3222","17/18/19/20",">21 x <30","M_3dhguln_c","3-dehydro-L-gulonic acid","C6H10O7","InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)/t2-,3+,5-/m0/s1","WTAHRPBPWHCMHW-LWKDLAHASA-N","OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O",194.04265266,-3.34,"[M+H]+",1.58548076923077
"32","20",25.0078,195.04992866,999,1.58548076923077,113,"17/18/19/20","2/2/2/2","78/80/78/80","25.0078/25.0078/25.0078/25.0078","0.3222/0.3222/0.3222/0.3222","17/18/19/20",">21 x <30","M_3dhguln_c","3-dehydro-L-gulonic acid","C6H10O7","InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,5,7-9,11H,1H2,(H,12,13)/t2-,3+,5-/m0/s1","WTAHRPBPWHCMHW-LWKDLAHASA-N","OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O",194.04265266,-3.34,"[M+H]+",1.58548076923077
"33","17",25.0078,220.058027832,999,1.99533181818182,78,"17/19","3/3","0","25.0078/25.0078","0.3222/0.3222","17/19",">21 x <30","M_34dhphe_e","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"34","17",25.0078,220.058027832,999,1.99533181818182,78,"17/19","3/3","0","25.0078/25.0078","0.3222/0.3222","17/19",">21 x <30","M_34dhphe_c","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"35","19",25.0078,220.058027832,999,1.99533181818182,78,"17/19","3/3","0","25.0078/25.0078","0.3222/0.3222","17/19",">21 x <30","M_34dhphe_e","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"36","19",25.0078,220.058027832,999,1.99533181818182,78,"17/19","3/3","0","25.0078/25.0078","0.3222/0.3222","17/19",">21 x <30","M_34dhphe_c","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"37","18",25.0078,220.058027832,999,1.99533181818182,80,"18/20","3/3","0","25.0078/25.0078","0.3222/0.3222","18/20",">21 x <30","M_34dhphe_e","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"38","18",25.0078,220.058027832,999,1.99533181818182,80,"18/20","3/3","0","25.0078/25.0078","0.3222/0.3222","18/20",">21 x <30","M_34dhphe_c","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"39","20",25.0078,220.058027832,999,1.99533181818182,80,"18/20","3/3","0","25.0078/25.0078","0.3222/0.3222","18/20",">21 x <30","M_34dhphe_e","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"40","20",25.0078,220.058027832,999,1.99533181818182,80,"18/20","3/3","0","25.0078/25.0078","0.3222/0.3222","18/20",">21 x <30","M_34dhphe_c","L-dopa","C9H11NO4","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1","WTDRDQBEARUVNC-LURJTMIESA-N","N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O",197.068807832,-2.631,"[M+Na]+",1.99533181818182
"41","69",14.0156501,277.164564488,999,8.41830666666667,451,"69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84","1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1","471/473/471/473/471/473/471/473/471/473/471/473/471/473/471/473","14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501","0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985","69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84",">14 x <15","M_ascr_1_c","ascr#1","C13H24O6","InChI=1S/C13H24O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h8-11,13-15H,3-7H2,1-2H3,(H,16,17)/t8-,9+,10-,11-,13-/m1/s1","KBTQMAFDKPKMEJ-UYNYGYNWSA-N","C[C@H](CCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O",276.157288488,0.342,"[M+H]+",8.41830666666667
"42","70",14.0156501,277.164564488,999,8.41830666666667,451,"69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84","1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1","471/473/471/473/471/473/471/473/471/473/471/473/471/473/471/473","14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501","0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985","69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84",">14 x <15","M_ascr_1_c","ascr#1","C13H24O6","InChI=1S/C13H24O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h8-11,13-15H,3-7H2,1-2H3,(H,16,17)/t8-,9+,10-,11-,13-/m1/s1","KBTQMAFDKPKMEJ-UYNYGYNWSA-N","C[C@H](CCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O",276.157288488,0.342,"[M+H]+",8.41830666666667
"43","71",14.0156501,277.164564488,999,8.41830666666667,451,"69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84","1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1","471/473/471/473/471/473/471/473/471/473/471/473/471/473/471/473","14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501","0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985","69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84",">14 x <15","M_ascr_1_c","ascr#1","C13H24O6","InChI=1S/C13H24O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h8-11,13-15H,3-7H2,1-2H3,(H,16,17)/t8-,9+,10-,11-,13-/m1/s1","KBTQMAFDKPKMEJ-UYNYGYNWSA-N","C[C@H](CCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O",276.157288488,0.342,"[M+H]+",8.41830666666667
"44","72",14.0156501,277.164564488,999,8.41830666666667,451,"69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84","1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1","471/473/471/473/471/473/471/473/471/473/471/473/471/473/471/473","14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501","0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985","69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84",">14 x <15","M_ascr_1_c","ascr#1","C13H24O6","InChI=1S/C13H24O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h8-11,13-15H,3-7H2,1-2H3,(H,16,17)/t8-,9+,10-,11-,13-/m1/s1","KBTQMAFDKPKMEJ-UYNYGYNWSA-N","C[C@H](CCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O",276.157288488,0.342,"[M+H]+",8.41830666666667
"45","73",14.0156501,277.164564488,999,8.41830666666667,451,"69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84","1/1/1/1/1/1/1/1/1/1/1/1/1/1/1/1","471/473/471/473/471/473/471/473/471/473/471/473/471/473/471/473","14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501/14.0156501","0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985/0.8985","69/70/71/72/73/74/75/76/77/78/79/80/81/82/83/84",">14 x <15","M_ascr_1_c","ascr#1","C13H24O6","InChI=1S/C13H24O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h8-11,13-15H,3-7H2,1-2H3,(H,16,17)/t8-,9+,10-,11-,13-/m1/s1","KBTQMAFDKPKMEJ-UYNYGYNWSA-N","C[C@H](CCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O",276.157288488,0.342,"[M+H]+",8.41830666666667
